,Overall,KM3_1,KM3_2,KM3_3,KM4_1,KM4_2,KM4_3,KM4_4,KM5_1,KM5_2,KM5_3,KM5_4,KM5_5,KM6_1,KM6_2,KM6_3,KM6_4,KM6_5,KM6_6,KM7_1,KM7_2,KM7_3,KM7_4,KM7_5,KM7_6,KM7_7,KM8_1,KM8_2,KM8_3,KM8_4,KM8_5,KM8_6,KM8_7,KM8_8
PRC_FULL_PAYMENT,0.1537146484916212,0.12472375301702805,0.18189871625063697,0.28168970362473367,0.28497903429203564,0.12545169490915664,0.18851501791713332,0.11990194436519275,0.11372864507772018,0.2835157195402301,0.1938624680696661,0.11995215813253028,0.20745722843137268,0.1893804383202099,0.20006774193548382,0.3184381651865009,0.2137371686909582,0.11077636587383657,0.12091751070336405,0.10456002623101708,0.21286363539823,0.3210479390476192,0.12113397045101103,0.19418116759002763,0.18568269388954173,0.2201123422818793,0.1087948764044944,0.32856892105263186,0.22766177511961733,0.2179003015564202,0.12229878412698429,0.2447117358642973,0.09734418515015374,0.21931530353817494
TENURE,11.58413407821229,11.5093403868408,11.690269994905757,11.844349680170575,11.850663716814159,11.491275409246267,11.684770436730123,11.72039942938659,11.470904742925468,11.840229885057472,11.680696661828737,11.70933734939759,11.71078431372549,11.674540682414698,11.680286738351255,11.907637655417407,11.723346828609987,11.467218200620476,11.70183486238532,11.455131155085136,11.658407079646018,11.93142857142857,11.702954898911353,11.692520775623269,11.612220916568743,11.883668903803132,11.539325842696629,11.937246963562753,11.892344497607656,11.72568093385214,11.696825396825396,11.689822294022617,11.446204776542919,11.66852886405959
Monthly_avg_purchase,71.03092942763638,21.231063641576043,117.85733986984323,294.18566763853954,297.7733063446976,22.7314051449141,122.19238577211493,31.298526750591325,16.79090204959122,302.2170706635326,106.40879414741454,28.180584237925746,120.78234720206258,87.2987477266099,95.83613941566205,323.8736924821027,218.56001138408362,15.365906147081729,25.880343426069345,11.76905179780848,218.79637062534312,326.1579625757564,24.273731882813912,87.12395239694129,74.23809241059242,189.8454205691463,90.69806119582657,328.0160652297248,197.0420495280902,86.47465815534434,23.135867090977793,66.10409430066896,11.136988746789596,228.38597071372118
Monthly_cash_advance,73.6365778972795,82.76894228327238,55.070326507988355,53.59806969504794,54.784676461878654,65.08320666628823,42.36050955947532,245.46163869899087,68.2077961744237,54.609107126303606,41.06998161674732,251.22286870747095,44.96500812536171,42.853677328419,38.79082150168859,55.25829413728333,55.05201097394951,69.55637330809277,250.87255257786418,72.90335639211283,48.54985244839612,55.91445738938669,252.11842926445414,43.51754597633547,39.464822090553646,55.30801594558197,46.20807030316635,56.26596796698485,56.53084540272163,40.85265001521673,254.4199348158105,33.62998052140362,75.07368759735395,48.591333855333126
limit_usage,0.38397823685392124,0.4033400682709531,0.35134208852410426,0.32741644680040455,0.32831532000029323,0.3977837807856546,0.34386788736738294,0.44847373229204923,0.403669516909761,0.3331538659868569,0.3568440912619428,0.446892229296818,0.3261569829105824,0.340217107712961,0.3494214813987811,0.3308199808929934,0.3281539317732418,0.4071448336201305,0.44641870638218456,0.41243595585067616,0.31777462197640166,0.33315417812939774,0.44605647098693946,0.34208287045137437,0.3452123273233048,0.3766452491413514,0.3717558777631499,0.33102443543281435,0.36444003961591637,0.32434914398271847,0.4457590324349406,0.32511357740226543,0.4177742418264222,0.3223071750857367
cluster_3,0.4289385474860335,0.0,1.0,2.0,1.9988938053097345,0.01169275049469329,1.019036954087346,0.20970042796005706,0.0007971303308090873,1.9965517241379311,0.637155297532656,0.19578313253012047,1.0686274509803921,0.979002624671916,0.5254480286738351,2.0,1.5060728744939271,0.0,0.18042813455657492,0.0,1.5964601769911504,2.0,0.16951788491446346,0.9875346260387812,0.318448883666275,1.1700223713646531,0.702247191011236,2.0,1.1913875598086126,0.9980544747081712,0.15873015873015872,0.172859450726979,0.0,1.6778398510242085
cluster_4,1.255195530726257,1.1835014051909407,2.0397350993377485,0.07569296375266525,0.0,1.0,2.0,3.0,1.0031885213232363,0.006896551724137931,1.6248185776487662,2.9939759036144578,1.9284313725490196,1.9776902887139107,1.5168458781362006,0.0,1.0944669365721997,1.0008273009307136,2.9984709480122325,1.0009203865623562,0.9345132743362832,0.0,2.998444790046656,1.9903047091412742,1.309635722679201,1.7046979865771812,1.7044943820224718,0.0,1.6602870813397128,2.0,3.0,1.172859450726979,1.0014187751241428,0.7783985102420856
cluster_5,1.0835754189944133,0.4306496941643247,3.0275089149261336,1.2260127931769722,1.122787610619469,0.19823709300233855,3.095744680851064,2.9272467902995722,0.0,1.0,2.0,3.0,4.0,3.729658792650919,1.782795698924731,1.0,2.507422402159244,0.0,2.978593272171254,0.0,2.5362831858407078,1.0,2.978227060653188,3.7950138504155126,1.2338425381903644,2.203579418344519,2.0898876404494384,1.0,2.200956937799043,3.9669260700389106,2.9857142857142858,1.004038772213247,0.0,2.3482309124767227
cluster_6,3.056312849162011,3.7497106959828073,1.2333163525216506,2.399786780383795,2.377212389380531,3.604785033279367,1.022956326987682,4.763195435092725,3.8897967317656437,2.352873563218391,1.0870827285921625,4.933734939759036,0.9941176470588236,0.0,1.0,2.0,3.0,4.0,5.0,4.0,2.814159292035398,2.0171428571428573,4.993779160186625,0.023545706371191136,1.8519388954171563,2.105145413870246,1.2202247191011235,2.0040485829959516,2.1985645933014353,0.07782101167315175,5.0,2.2035541195476576,4.00023646252069,2.8379888268156424
cluster_7,1.9691620111731845,1.2296247313605555,4.250127356087621,1.964818763326226,2.006637168141593,1.0912034538586077,4.211086226203808,3.1711840228245363,0.6654045436428856,2.0517241379310347,5.12844702467344,3.091867469879518,3.3137254901960786,3.9763779527559056,5.131899641577061,1.925399644760213,2.5789473684210527,0.5056876938986556,3.05045871559633,0.0,1.0,2.0,3.0,4.0,5.0,6.0,4.606741573033708,2.0,5.894736842105263,3.88715953307393,3.0,4.240710823909532,0.08701820761409317,1.054003724394786
cluster_8,4.549162011173184,5.392130930732352,2.4941416199694344,3.4136460554371,3.273230088495575,5.505306709839899,2.481522956326988,3.8801711840228243,5.675368672777999,3.12183908045977,2.61611030478955,3.8689759036144578,3.280392156862745,2.031496062992126,2.9068100358422937,1.7388987566607461,5.048582995951417,5.757600827300931,3.90519877675841,5.956051541647492,6.435398230088496,1.3352380952380953,3.944012441679627,2.027700831024931,3.27262044653349,2.0648769574944073,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0
Seg_size,8950.0,6049.0,1963.0,938.0,904.0,5559.0,1786.0,701.0,5018.0,870.0,1378.0,664.0,1020.0,762.0,1395.0,563.0,741.0,4835.0,654.0,4346.0,565.0,525.0,643.0,722.0,1702.0,447.0,890.0,494.0,418.0,514.0,630.0,1238.0,4229.0,537.0
Seg_Pct,1.0,0.6758659217877095,0.2193296089385475,0.10480446927374301,0.10100558659217877,0.6211173184357542,0.19955307262569832,0.07832402234636872,0.5606703910614526,0.09720670391061452,0.15396648044692737,0.07418994413407821,0.11396648044692738,0.08513966480446927,0.1558659217877095,0.06290502793296089,0.08279329608938547,0.5402234636871508,0.07307262569832403,0.4855865921787709,0.06312849162011173,0.05865921787709497,0.07184357541899442,0.08067039106145252,0.19016759776536313,0.04994413407821229,0.09944134078212291,0.055195530726256985,0.04670391061452514,0.05743016759776536,0.07039106145251396,0.1383240223463687,0.4725139664804469,0.06
